,file_name,wave,note,octave,note_octave,freq,attack_duration,decay_duration,sustain_level,release_duration
233,sq/ads_A♯6_109.wav,sq/ads,A♯,6,A♯6,1864.6550460723597,0.4,12.5,0.6086956521739131,2
234,sq/ads_D♯4_110.wav,sq/ads,D♯,4,D♯4,311.1269837220809,0.12,3.75,0.34782608695652173,2
235,sq/ads_A2_111.wav,sq/ads,A,2,A2,110.0,0.45,9.0,0.6521739130434783,2
236,sq/ads_C♯2_112.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.06,0.8333333333333333,0.2608695652173913,2
237,sq/ads_F♯6_113.wav,sq/ads,F♯,6,F♯6,1479.9776908465376,0.6,3.0,0.7391304347826086,2
238,sq/ads_B3_114.wav,sq/ads,B,3,B3,246.94165062806206,0.77,7.857142857142857,0.8260869565217391,2
239,sq/ads_C4_115.wav,sq/ads,C,4,C4,261.6255653005986,0.0,0.0,0.17391304347826086,2
240,sq/ads_D3_116.wav,sq/ads,D,3,D3,146.8323839587038,0.08,2.5,0.30434782608695654,2
241,sq/ads_B3_117.wav,sq/ads,B,3,B3,246.94165062806206,1.32,4.583333333333333,0.8260869565217391,2
242,sq/ads_A4_118.wav,sq/ads,A,4,A4,440.0,1.62,2.5,0.8695652173913043,2
243,sq/ads_F♯2_119.wav,sq/ads,F♯,2,F♯2,92.4986056779086,0.12,15.0,0.391304347826087,2
244,sq/ads_B6_120.wav,sq/ads,B,6,B6,1975.533205024496,0.55,11.0,0.7391304347826086,2
245,sq/ads_D6_121.wav,sq/ads,D,6,D6,1174.6590716696303,0.18,1.1111111111111112,0.5217391304347826,2
246,sq/ads_C♯5_122.wav,sq/ads,C♯,5,C♯5,554.3652619537442,0.2,0.25,0.5652173913043478,2
247,sq/ads_F♯4_123.wav,sq/ads,F♯,4,F♯4,369.9944227116344,1.08,1.6666666666666665,0.7391304347826086,2
248,sq/ads_D4_124.wav,sq/ads,D,4,D4,293.6647679174076,0.12,1.6666666666666665,0.30434782608695654,2
249,sq/ads_D♯6_125.wav,sq/ads,D♯,6,D♯6,1244.5079348883237,0.48,0.9375,0.5652173913043478,2
250,tri/ads_F3_1.wav,tri/ads,F,3,F3,174.61411571650194,0.1,12.5,0.34782608695652173,2
251,tri/ads_A♯3_2.wav,tri/ads,A♯,3,A♯3,233.08188075904496,1.4,3.5714285714285716,0.8260869565217391,2
252,tri/ads_B4_3.wav,tri/ads,B,4,B4,493.8833012561241,1.98,3.055555555555556,0.9565217391304348,2
253,tri/ads_D♯4_4.wav,tri/ads,D♯,4,D♯4,311.1269837220809,0.18,2.5,0.34782608695652173,2
254,tri/ads_E5_5.wav,tri/ads,E,5,E5,659.2551138257398,0.48,1.6666666666666665,0.5217391304347826,2
255,tri/ads_A6_6.wav,tri/ads,A,6,A6,1760.0,0.9,4.5,0.8695652173913043,2
256,tri/ads_D♯5_7.wav,tri/ads,D♯,5,D♯5,622.2539674441618,0.36,1.25,0.4782608695652174,2
257,tri/ads_D♯2_8.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.18,2.5,0.34782608695652173,2
258,tri/ads_F♯3_9.wav,tri/ads,F♯,3,F♯3,184.9972113558172,0.3,6.0,0.5217391304347826,2
259,tri/ads_C♯2_10.wav,tri/ads,C♯,2,C♯2,69.29565774421802,0.08,0.625,0.43478260869565216,2
260,tri/ads_E4_11.wav,tri/ads,E,4,E4,329.6275569128699,0.16,5.0,0.391304347826087,2
261,tri/ads_A♯2_12.wav,tri/ads,A♯,2,A♯2,116.54094037952248,0.6,8.333333333333334,0.7391304347826086,2
262,tri/ads_G3_13.wav,tri/ads,G,3,G3,195.99771799087463,0.49,5.0,0.6521739130434783,2
263,tri/ads_D♯2_14.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.24,1.875,0.391304347826087,2
264,tri/ads_G♯4_15.wav,tri/ads,G♯,4,G♯4,415.3046975799451,0.32,10.0,0.5652173913043478,2
265,tri/ads_E2_16.wav,tri/ads,E,2,E2,82.4068892282175,0.16,5.0,0.34782608695652173,2
266,tri/ads_B6_17.wav,tri/ads,B,6,B6,1975.533205024496,0.55,11.0,0.7391304347826086,2
267,tri/ads_F6_18.wav,tri/ads,F,6,F6,1396.9129257320155,0.15,8.333333333333334,0.391304347826087,2
268,tri/ads_E3_19.wav,tri/ads,E,3,E3,164.81377845643496,0.32,2.5,0.43478260869565216,2
269,tri/ads_C4_20.wav,tri/ads,C,4,C4,261.6255653005986,0.0,0.0,0.4782608695652174,2
270,tri/ads_G5_21.wav,tri/ads,G,5,G5,783.9908719634985,0.42,5.833333333333334,0.6086956521739131,2
271,tri/ads_F♯3_22.wav,tri/ads,F♯,3,F♯3,184.9972113558172,0.42,4.285714285714286,0.6086956521739131,2
272,tri/ads_F4_23.wav,tri/ads,F,4,F4,349.2282314330039,0.7,1.7857142857142858,0.6086956521739131,2
273,tri/ads_C4_24.wav,tri/ads,C,4,C4,261.6255653005986,0.0,0.0,0.43478260869565216,2
274,tri/ads_F♯6_25.wav,tri/ads,F♯,6,F♯6,1479.9776908465376,1.2,1.5,0.782608695652174,2
275,tri/ads_G♯4_26.wav,tri/ads,G♯,4,G♯4,415.3046975799451,0.72,4.444444444444445,0.782608695652174,2
276,tri/ads_D4_27.wav,tri/ads,D,4,D4,293.6647679174076,0.08,2.5,0.30434782608695654,2
277,tri/ads_A4_28.wav,tri/ads,A,4,A4,440.0,1.62,2.5,0.8695652173913043,2
278,tri/ads_G3_29.wav,tri/ads,G,3,G3,195.99771799087463,0.21,11.666666666666668,0.4782608695652174,2
279,tri/ads_F6_30.wav,tri/ads,F,6,F6,1396.9129257320155,0.25,5.0,0.4782608695652174,2
280,tri/ads_D3_31.wav,tri/ads,D,3,D3,146.8323839587038,0.04,5.0,0.21739130434782608,2
281,tri/ads_G♯3_32.wav,tri/ads,G♯,3,G♯3,207.65234878997256,0.72,4.444444444444445,0.782608695652174,2
282,tri/ads_D5_33.wav,tri/ads,D,5,D5,587.3295358348151,0.2,1.0,0.391304347826087,2
283,tri/ads_D4_34.wav,tri/ads,D,4,D4,293.6647679174076,0.14,1.4285714285714284,0.43478260869565216,2
284,tri/ads_G2_35.wav,tri/ads,G,2,G2,97.99885899543733,0.63,3.888888888888889,0.7391304347826086,2
285,tri/ads_D4_36.wav,tri/ads,D,4,D4,293.6647679174076,0.16,1.25,0.34782608695652173,2
286,tri/ads_A4_37.wav,tri/ads,A,4,A4,440.0,0.27,15.0,0.5652173913043478,2
287,tri/ads_B5_38.wav,tri/ads,B,5,B5,987.7666025122483,0.11,55.0,0.5652173913043478,2
288,tri/ads_C♯4_39.wav,tri/ads,C♯,4,C♯4,277.1826309768721,0.2,0.25,0.5652173913043478,2
289,tri/ads_A♯6_40.wav,tri/ads,A♯,6,A♯6,1864.6550460723597,1.6,3.125,0.8695652173913043,2
290,tri/ads_C4_41.wav,tri/ads,C,4,C4,261.6255653005986,0.0,0.0,0.4782608695652174,2
291,tri/ads_D5_42.wav,tri/ads,D,5,D5,587.3295358348151,0.2,1.0,0.391304347826087,2
292,tri/ads_F3_43.wav,tri/ads,F,3,F3,174.61411571650194,0.2,6.25,0.43478260869565216,2
293,tri/ads_A♯6_44.wav,tri/ads,A♯,6,A♯6,1864.6550460723597,0.6,8.333333333333334,0.7391304347826086,2
294,tri/ads_B3_45.wav,tri/ads,B,3,B3,246.94165062806206,0.77,7.857142857142857,0.8260869565217391,2
295,tri/ads_F6_46.wav,tri/ads,F,6,F6,1396.9129257320155,0.5,2.5,0.5217391304347826,2
296,tri/ads_F2_47.wav,tri/ads,F,2,F2,87.30705785825097,0.1,12.5,0.34782608695652173,2
297,tri/ads_B6_48.wav,tri/ads,B,6,B6,1975.533205024496,0.66,9.166666666666666,0.6956521739130435,2
298,tri/ads_A♯2_49.wav,tri/ads,A♯,2,A♯2,116.54094037952248,0.3,16.666666666666668,0.6086956521739131,2
299,tri/ads_A♯3_50.wav,tri/ads,A♯,3,A♯3,233.08188075904496,1.8,2.7777777777777777,0.9130434782608695,2
300,tri/ads_G♯3_51.wav,tri/ads,G♯,3,G♯3,207.65234878997256,0.48,6.666666666666666,0.6521739130434783,2
301,tri/ads_F2_52.wav,tri/ads,F,2,F2,87.30705785825097,0.3,4.166666666666667,0.43478260869565216,2
302,tri/ads_B3_53.wav,tri/ads,B,3,B3,246.94165062806206,0.88,6.875,0.8695652173913043,2
303,tri/ads_F♯2_54.wav,tri/ads,F♯,2,F♯2,92.4986056779086,0.96,1.875,0.6956521739130435,2
304,tri/ads_F2_55.wav,tri/ads,F,2,F2,87.30705785825097,0.6,2.0833333333333335,0.5652173913043478,2
305,tri/ads_G2_56.wav,tri/ads,G,2,G2,97.99885899543733,0.56,4.375,0.6956521739130435,2
306,tri/ads_C♯5_57.wav,tri/ads,C♯,5,C♯5,554.3652619537442,0.02,2.5,0.17391304347826086,2
307,tri/ads_C♯3_58.wav,tri/ads,C♯,3,C♯3,138.59131548843604,0.07,0.7142857142857142,0.391304347826087,2
308,tri/ads_A♯4_59.wav,tri/ads,A♯,4,A♯4,466.1637615180899,0.9,5.555555555555555,0.8695652173913043,2
309,tri/ads_C♯3_60.wav,tri/ads,C♯,3,C♯3,138.59131548843604,0.04,1.25,0.2608695652173913,2
310,tri/ads_D♯2_61.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.06,7.5,0.2608695652173913,2
311,tri/ads_D5_62.wav,tri/ads,D,5,D5,587.3295358348151,0.04,5.0,0.21739130434782608,2
312,tri/ads_A6_63.wav,tri/ads,A,6,A6,1760.0,1.8,2.25,0.9130434782608695,2
313,tri/ads_D♯2_64.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.03,15.0,0.21739130434782608,2
314,tri/ads_B3_65.wav,tri/ads,B,3,B3,246.94165062806206,0.66,9.166666666666666,0.6956521739130435,2
315,tri/ads_A♯2_66.wav,tri/ads,A♯,2,A♯2,116.54094037952248,0.6,8.333333333333334,0.6521739130434783,2
316,tri/ads_D♯2_67.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.24,1.875,0.391304347826087,2
317,tri/ads_C♯2_68.wav,tri/ads,C♯,2,C♯2,69.29565774421802,0.06,0.8333333333333333,0.2608695652173913,2
318,tri/ads_D6_69.wav,tri/ads,D,6,D6,1174.6590716696303,0.24,0.8333333333333333,0.43478260869565216,2
319,tri/ads_C6_70.wav,tri/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.5217391304347826,2
320,tri/ads_A4_71.wav,tri/ads,A,4,A4,440.0,1.26,3.2142857142857144,0.782608695652174,2
321,tri/ads_A2_72.wav,tri/ads,A,2,A2,110.0,1.8,2.25,0.9130434782608695,2
322,tri/ads_D6_73.wav,tri/ads,D,6,D6,1174.6590716696303,0.14,1.4285714285714284,0.43478260869565216,2
323,tri/ads_C♯3_74.wav,tri/ads,C♯,3,C♯3,138.59131548843604,0.02,2.5,0.17391304347826086,2
324,tri/ads_D♯2_75.wav,tri/ads,D♯,2,D♯2,77.78174593052023,0.03,15.0,0.21739130434782608,2
325,tri/ads_F6_76.wav,tri/ads,F,6,F6,1396.9129257320155,0.9,1.3888888888888888,0.6956521739130435,2
326,tri/ads_C♯4_77.wav,tri/ads,C♯,4,C♯4,277.1826309768721,0.2,0.25,0.5652173913043478,2
327,tri/ads_F♯4_78.wav,tri/ads,F♯,4,F♯4,369.9944227116344,0.96,1.875,0.6956521739130435,2
328,tri/ads_D♯6_79.wav,tri/ads,D♯,6,D♯6,1244.5079348883237,0.06,7.5,0.2608695652173913,2
329,tri/ads_C3_80.wav,tri/ads,C,3,C3,130.8127826502993,0.0,0.0,0.34782608695652173,2
330,tri/ads_C3_81.wav,tri/ads,C,3,C3,130.8127826502993,0.0,0.0,0.34782608695652173,2
331,tri/ads_C3_82.wav,tri/ads,C,3,C3,130.8127826502993,0.0,0.0,0.34782608695652173,2
332,tri/ads_D♯5_83.wav,tri/ads,D♯,5,D♯5,622.2539674441618,0.18,2.5,0.43478260869565216,2
333,tri/ads_D♯5_84.wav,tri/ads,D♯,5,D♯5,622.2539674441618,0.24,1.875,0.391304347826087,2
334,tri/ads_A♯6_85.wav,tri/ads,A♯,6,A♯6,1864.6550460723597,0.6,8.333333333333334,0.6521739130434783,2
335,tri/ads_C♯5_86.wav,tri/ads,C♯,5,C♯5,554.3652619537442,0.04,1.25,0.21739130434782608,2
336,tri/ads_C6_87.wav,tri/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.17391304347826086,2
337,tri/ads_D3_88.wav,tri/ads,D,3,D3,146.8323839587038,0.4,0.5,0.6086956521739131,2
338,tri/ads_F2_89.wav,tri/ads,F,2,F2,87.30705785825097,0.2,6.25,0.391304347826087,2
339,tri/ads_D4_90.wav,tri/ads,D,4,D4,293.6647679174076,0.18,1.1111111111111112,0.5217391304347826,2
340,tri/ads_C5_91.wav,tri/ads,C,5,C5,523.2511306011972,0.0,0.0,0.13043478260869565,2
341,tri/ads_A♯4_92.wav,tri/ads,A♯,4,A♯4,466.1637615180899,0.6,8.333333333333334,0.6521739130434783,2
342,tri/ads_D♯4_93.wav,tri/ads,D♯,4,D♯4,311.1269837220809,0.27,1.6666666666666665,0.5652173913043478,2
343,tri/ads_D♯3_94.wav,tri/ads,D♯,3,D♯3,155.56349186104046,0.12,3.75,0.30434782608695654,2
344,tri/ads_F♯5_95.wav,tri/ads,F♯,5,F♯5,739.9888454232688,1.2,1.5,0.782608695652174,2
345,tri/ads_D3_96.wav,tri/ads,D,3,D3,146.8323839587038,0.2,1.0,0.5652173913043478,2
346,tri/ads_D♯3_97.wav,tri/ads,D♯,3,D♯3,155.56349186104046,0.48,0.9375,0.5652173913043478,2
347,tri/ads_B4_98.wav,tri/ads,B,4,B4,493.8833012561241,1.32,4.583333333333333,0.8260869565217391,2
348,tri/ads_C♯5_99.wav,tri/ads,C♯,5,C♯5,554.3652619537442,0.07,0.7142857142857142,0.391304347826087,2
349,tri/ads_B3_100.wav,tri/ads,B,3,B3,246.94165062806206,1.1,5.5,0.782608695652174,2
350,tri/ads_D♯6_101.wav,tri/ads,D♯,6,D♯6,1244.5079348883237,0.54,0.8333333333333333,0.6086956521739131,2
351,tri/ads_D♯4_102.wav,tri/ads,D♯,4,D♯4,311.1269837220809,0.09,5.0,0.30434782608695654,2
352,tri/ads_F♯6_103.wav,tri/ads,F♯,6,F♯6,1479.9776908465376,0.12,15.0,0.391304347826087,2
353,tri/ads_G5_104.wav,tri/ads,G,5,G5,783.9908719634985,0.56,4.375,0.5652173913043478,2
354,tri/ads_G6_105.wav,tri/ads,G,6,G6,1567.981743926997,0.35,7.0,0.5652173913043478,2
355,tri/ads_G♯5_106.wav,tri/ads,G♯,5,G♯5,830.6093951598903,0.08,40.0,0.43478260869565216,2
356,tri/ads_E2_107.wav,tri/ads,E,2,E2,82.4068892282175,0.8,1.0,0.6956521739130435,2
357,tri/ads_E2_108.wav,tri/ads,E,2,E2,82.4068892282175,0.08,10.0,0.30434782608695654,2
358,tri/ads_B3_109.wav,tri/ads,B,3,B3,246.94165062806206,0.66,9.166666666666666,0.782608695652174,2
359,tri/ads_G4_110.wav,tri/ads,G,4,G4,391.99543598174927,1.12,2.1875,0.7391304347826086,2
360,tri/ads_C♯4_111.wav,tri/ads,C♯,4,C♯4,277.1826309768721,0.12,0.41666666666666663,0.391304347826087,2
361,tri/ads_E6_112.wav,tri/ads,E,6,E6,1318.5102276514797,0.12,6.666666666666666,0.34782608695652173,2
362,tri/ads_G♯3_113.wav,tri/ads,G♯,3,G♯3,207.65234878997256,0.4,8.0,0.6086956521739131,2
363,tri/ads_A2_114.wav,tri/ads,A,2,A2,110.0,0.63,6.428571428571429,0.7391304347826086,2
364,tri/ads_D3_115.wav,tri/ads,D,3,D3,146.8323839587038,0.2,1.0,0.5652173913043478,2
365,tri/ads_F♯2_116.wav,tri/ads,F♯,2,F♯2,92.4986056779086,0.24,7.5,0.4782608695652174,2
366,tri/ads_E4_117.wav,tri/ads,E,4,E4,329.6275569128699,0.12,6.666666666666666,0.34782608695652173,2
367,tri/ads_B2_118.wav,tri/ads,B,2,B2,123.47082531403103,0.44,13.75,0.6521739130434783,2
368,tri/ads_A♯6_119.wav,tri/ads,A♯,6,A♯6,1864.6550460723597,1.0,5.0,0.9130434782608695,2
369,tri/ads_E2_120.wav,tri/ads,E,2,E2,82.4068892282175,0.32,2.5,0.43478260869565216,2
370,tri/ads_B5_121.wav,tri/ads,B,5,B5,987.7666025122483,1.32,4.583333333333333,0.8260869565217391,2
371,tri/ads_G♯2_122.wav,tri/ads,G♯,2,G♯2,103.82617439498628,0.64,5.0,0.7391304347826086,2
372,tri/ads_A5_123.wav,tri/ads,A,5,A5,880.0,0.72,5.625,0.782608695652174,2
373,tri/ads_G5_124.wav,tri/ads,G,5,G5,783.9908719634985,0.98,2.5,0.6956521739130435,2
374,tri/ads_G♯4_125.wav,tri/ads,G♯,4,G♯4,415.3046975799451,0.8,4.0,0.6521739130434783,2
375,saw/ads_G♯5_1.wav,saw/ads,G♯,5,G♯5,830.6093951598903,0.8,4.0,0.8260869565217391,2
376,saw/ads_D♯5_2.wav,saw/ads,D♯,5,D♯5,622.2539674441618,0.36,1.25,0.4782608695652174,2
377,saw/ads_A3_3.wav,saw/ads,A,3,A3,220.0,0.63,6.428571428571429,0.7391304347826086,2
378,saw/ads_G♯5_4.wav,saw/ads,G♯,5,G♯5,830.6093951598903,1.44,2.2222222222222223,0.8260869565217391,2
379,saw/ads_G6_5.wav,saw/ads,G,6,G6,1567.981743926997,0.49,5.0,0.6521739130434783,2
380,saw/ads_G♯2_6.wav,saw/ads,G♯,2,G♯2,103.82617439498628,1.6,2.0,0.8695652173913043,2
381,saw/ads_A♯5_7.wav,saw/ads,A♯,5,A♯5,932.3275230361799,0.3,16.666666666666668,0.6086956521739131,2
382,saw/ads_A♯5_8.wav,saw/ads,A♯,5,A♯5,932.3275230361799,1.2,4.166666666666667,0.782608695652174,2
383,saw/ads_A♯3_9.wav,saw/ads,A♯,3,A♯3,233.08188075904496,0.6,8.333333333333334,0.6521739130434783,2
384,saw/ads_C2_10.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.17391304347826086,2
385,saw/ads_A5_11.wav,saw/ads,A,5,A5,880.0,1.26,3.2142857142857144,0.782608695652174,2
386,saw/ads_G5_12.wav,saw/ads,G,5,G5,783.9908719634985,0.7,3.5,0.6086956521739131,2
387,saw/ads_E3_13.wav,saw/ads,E,3,E3,164.81377845643496,0.4,2.0,0.4782608695652174,2
388,saw/ads_G5_14.wav,saw/ads,G,5,G5,783.9908719634985,0.21,11.666666666666668,0.4782608695652174,2
389,saw/ads_G2_15.wav,saw/ads,G,2,G2,97.99885899543733,0.21,11.666666666666668,0.4782608695652174,2
390,saw/ads_C♯5_16.wav,saw/ads,C♯,5,C♯5,554.3652619537442,0.02,2.5,0.17391304347826086,2
391,saw/ads_E4_17.wav,saw/ads,E,4,E4,329.6275569128699,0.8,1.0,0.6956521739130435,2
392,saw/ads_D5_18.wav,saw/ads,D,5,D5,587.3295358348151,0.02,10.0,0.17391304347826086,2
393,saw/ads_C2_19.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.34782608695652173,2
394,saw/ads_A5_20.wav,saw/ads,A,5,A5,880.0,0.72,5.625,0.6521739130434783,2
395,saw/ads_G♯2_21.wav,saw/ads,G♯,2,G♯2,103.82617439498628,0.72,4.444444444444445,0.782608695652174,2
396,saw/ads_C2_22.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.17391304347826086,2
397,saw/ads_E6_23.wav,saw/ads,E,6,E6,1318.5102276514797,0.4,2.0,0.6521739130434783,2
398,saw/ads_A♯5_24.wav,saw/ads,A♯,5,A♯5,932.3275230361799,0.6,8.333333333333334,0.6521739130434783,2
399,saw/ads_C♯5_25.wav,saw/ads,C♯,5,C♯5,554.3652619537442,0.06,0.8333333333333333,0.2608695652173913,2
400,saw/ads_C♯5_26.wav,saw/ads,C♯,5,C♯5,554.3652619537442,0.03,1.6666666666666665,0.21739130434782608,2
401,saw/ads_G3_27.wav,saw/ads,G,3,G3,195.99771799087463,0.07,35.0,0.391304347826087,2
402,saw/ads_C2_28.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.43478260869565216,2
403,saw/ads_B5_29.wav,saw/ads,B,5,B5,987.7666025122483,0.66,9.166666666666666,0.6956521739130435,2
404,saw/ads_C♯2_30.wav,saw/ads,C♯,2,C♯2,69.29565774421802,0.2,0.25,0.5652173913043478,2
405,saw/ads_D5_31.wav,saw/ads,D,5,D5,587.3295358348151,0.08,2.5,0.30434782608695654,2
406,saw/ads_E4_32.wav,saw/ads,E,4,E4,329.6275569128699,0.12,6.666666666666666,0.34782608695652173,2
407,saw/ads_D♯6_33.wav,saw/ads,D♯,6,D♯6,1244.5079348883237,0.18,2.5,0.34782608695652173,2
408,saw/ads_D4_34.wav,saw/ads,D,4,D4,293.6647679174076,0.28,0.7142857142857142,0.4782608695652174,2
409,saw/ads_C5_35.wav,saw/ads,C,5,C5,523.2511306011972,0.0,0.0,0.2608695652173913,2
410,saw/ads_G3_36.wav,saw/ads,G,3,G3,195.99771799087463,0.49,5.0,0.6521739130434783,2
411,saw/ads_D♯4_37.wav,saw/ads,D♯,4,D♯4,311.1269837220809,0.21,2.142857142857143,0.4782608695652174,2
412,saw/ads_B5_38.wav,saw/ads,B,5,B5,987.7666025122483,0.44,13.75,0.6521739130434783,2
413,saw/ads_C♯5_39.wav,saw/ads,C♯,5,C♯5,554.3652619537442,0.12,0.41666666666666663,0.391304347826087,2
414,saw/ads_B4_40.wav,saw/ads,B,4,B4,493.8833012561241,2.2,2.75,1.0,2
415,saw/ads_C6_41.wav,saw/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.2608695652173913,2
416,saw/ads_A5_42.wav,saw/ads,A,5,A5,880.0,0.36,11.25,0.5652173913043478,2
417,saw/ads_F♯3_43.wav,saw/ads,F♯,3,F♯3,184.9972113558172,0.18,10.0,0.43478260869565216,2
418,saw/ads_A5_44.wav,saw/ads,A,5,A5,880.0,1.44,2.8125,0.8260869565217391,2
419,saw/ads_D♯5_45.wav,saw/ads,D♯,5,D♯5,622.2539674441618,0.21,2.142857142857143,0.4782608695652174,2
420,saw/ads_G♯3_46.wav,saw/ads,G♯,3,G♯3,207.65234878997256,0.64,5.0,0.6086956521739131,2
421,saw/ads_E2_47.wav,saw/ads,E,2,E2,82.4068892282175,0.08,10.0,0.30434782608695654,2
422,saw/ads_B6_48.wav,saw/ads,B,6,B6,1975.533205024496,1.98,3.055555555555556,0.9565217391304348,2
423,saw/ads_E6_49.wav,saw/ads,E,6,E6,1318.5102276514797,0.56,1.4285714285714284,0.5652173913043478,2
424,saw/ads_E5_50.wav,saw/ads,E,5,E5,659.2551138257398,0.32,2.5,0.43478260869565216,2
425,saw/ads_C2_51.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.2608695652173913,2
426,saw/ads_F2_52.wav,saw/ads,F,2,F2,87.30705785825097,0.7,1.7857142857142858,0.6086956521739131,2
427,saw/ads_B3_53.wav,saw/ads,B,3,B3,246.94165062806206,2.2,2.75,1.0,2
428,saw/ads_D5_54.wav,saw/ads,D,5,D5,587.3295358348151,0.18,1.1111111111111112,0.5217391304347826,2
429,saw/ads_E4_55.wav,saw/ads,E,4,E4,329.6275569128699,0.12,6.666666666666666,0.34782608695652173,2
430,saw/ads_E5_56.wav,saw/ads,E,5,E5,659.2551138257398,0.8,1.0,0.6956521739130435,2
431,saw/ads_G5_57.wav,saw/ads,G,5,G5,783.9908719634985,0.35,7.0,0.5652173913043478,2
432,saw/ads_F5_58.wav,saw/ads,F,5,F5,698.4564628660078,0.8,1.5625,0.6521739130434783,2
433,saw/ads_A♯5_59.wav,saw/ads,A♯,5,A♯5,932.3275230361799,0.4,12.5,0.6521739130434783,2
434,saw/ads_D5_60.wav,saw/ads,D,5,D5,587.3295358348151,0.08,2.5,0.2608695652173913,2
435,saw/ads_D♯4_61.wav,saw/ads,D♯,4,D♯4,311.1269837220809,0.42,1.0714285714285714,0.5217391304347826,2
436,saw/ads_A♯4_62.wav,saw/ads,A♯,4,A♯4,466.1637615180899,0.1,50.0,0.5217391304347826,2
437,saw/ads_C♯6_63.wav,saw/ads,C♯,6,C♯6,1108.7305239074883,0.02,2.5,0.17391304347826086,2
438,saw/ads_F4_64.wav,saw/ads,F,4,F4,349.2282314330039,0.2,6.25,0.391304347826087,2
439,saw/ads_A♯6_65.wav,saw/ads,A♯,6,A♯6,1864.6550460723597,2.0,2.5,0.9565217391304348,2
440,saw/ads_G5_66.wav,saw/ads,G,5,G5,783.9908719634985,1.12,2.1875,0.7391304347826086,2
441,saw/ads_E3_67.wav,saw/ads,E,3,E3,164.81377845643496,0.28,2.8571428571428568,0.5217391304347826,2
442,saw/ads_D4_68.wav,saw/ads,D,4,D4,293.6647679174076,0.32,0.625,0.5217391304347826,2
443,saw/ads_F♯3_69.wav,saw/ads,F♯,3,F♯3,184.9972113558172,0.54,3.333333333333333,0.6956521739130435,2
444,saw/ads_A♯2_70.wav,saw/ads,A♯,2,A♯2,116.54094037952248,0.9,5.555555555555555,0.8695652173913043,2
445,saw/ads_C6_71.wav,saw/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.34782608695652173,2
446,saw/ads_G5_72.wav,saw/ads,G,5,G5,783.9908719634985,1.12,2.1875,0.7391304347826086,2
447,saw/ads_F5_73.wav,saw/ads,F,5,F5,698.4564628660078,0.6,2.0833333333333335,0.5652173913043478,2
448,saw/ads_F4_74.wav,saw/ads,F,4,F4,349.2282314330039,0.05,25.0,0.30434782608695654,2
449,saw/ads_D♯6_75.wav,saw/ads,D♯,6,D♯6,1244.5079348883237,0.12,3.75,0.30434782608695654,2
450,saw/ads_G2_76.wav,saw/ads,G,2,G2,97.99885899543733,1.26,1.9444444444444444,0.782608695652174,2
451,saw/ads_G3_77.wav,saw/ads,G,3,G3,195.99771799087463,0.21,11.666666666666668,0.4782608695652174,2
452,saw/ads_C2_78.wav,saw/ads,C,2,C2,65.40639132514966,0.0,0.0,0.4782608695652174,2
453,saw/ads_F2_79.wav,saw/ads,F,2,F2,87.30705785825097,0.1,12.5,0.34782608695652173,2
454,saw/ads_D6_80.wav,saw/ads,D,6,D6,1174.6590716696303,0.4,0.5,0.6086956521739131,2
455,saw/ads_G3_81.wav,saw/ads,G,3,G3,195.99771799087463,0.42,5.833333333333334,0.5217391304347826,2
456,saw/ads_G4_82.wav,saw/ads,G,4,G4,391.99543598174927,0.56,4.375,0.6956521739130435,2
457,saw/ads_D3_83.wav,saw/ads,D,3,D3,146.8323839587038,0.18,1.1111111111111112,0.5217391304347826,2
458,saw/ads_F2_84.wav,saw/ads,F,2,F2,87.30705785825097,0.8,1.5625,0.6521739130434783,2
459,saw/ads_G♯3_85.wav,saw/ads,G♯,3,G♯3,207.65234878997256,0.32,10.0,0.5652173913043478,2
460,saw/ads_D♯5_86.wav,saw/ads,D♯,5,D♯5,622.2539674441618,0.12,3.75,0.34782608695652173,2
461,saw/ads_G2_87.wav,saw/ads,G,2,G2,97.99885899543733,1.26,1.9444444444444444,0.782608695652174,2
462,saw/ads_E4_88.wav,saw/ads,E,4,E4,329.6275569128699,0.32,2.5,0.43478260869565216,2
463,saw/ads_F6_89.wav,saw/ads,F,6,F6,1396.9129257320155,1.0,1.25,0.7391304347826086,2
464,saw/ads_A♯4_90.wav,saw/ads,A♯,4,A♯4,466.1637615180899,0.5,10.0,0.6956521739130435,2
465,saw/ads_F♯4_91.wav,saw/ads,F♯,4,F♯4,369.9944227116344,0.18,10.0,0.43478260869565216,2
